training_id,employee_id,program_name,training_category,start_date,completion_date,completion_status,training_score,training_hours
303565,100919,Cybersecurity Awareness,Compliance,2026-01-25,,Not Started,,2.0
303566,100920,New Hire Onboarding,Onboarding,2026-02-20,,In Progress,,5.8
303567,100920,Power BI Fundamentals,Technical,2026-03-25,,In Progress,,17.0
303568,100920,Product Discovery Basics,Product,08/17/2021,2021-09-06,Completed,69.2,9.9
303569,100920,Conflict Resolution,Soft Skills,2021-02-03,,Completed,83.4,5.1
303570,100921,New Hire Onboarding,Onboarding,2025-13-40,,In Progress,,8.9
303571,100921,SQL for Business Analysts,Technical,2023-09-03,2023/10/07,Completed,58.1,19.7
303572,100921,Power BI Fundamentals,Technical,2024-02-25,,Dropped,,15.9
303573,100921,Leadership Essentials,Leadership,2024-09-03,,In Progress,,19.9
303574,100921,Enterprise Sales Methodology,Sales,2023-07-05,,In Progress,,16.9
303575,100922,New Hire Onboarding,Onboarding,"Jan 09, 2025",2025-01-16,Completed,83.6,7.3
303576,100922,Product Discovery Basics,Product,"Nov 06, 2023",2023-11-20,Completed,85.6,13.7
303577,100922,Power BI Fundamentals,Technical,"Jan 14, 2023",,Dropped,,14.2
303578,100922,SQL for Business Analysts,Technical,2022-04-18,29-04-2022,Completed,96.4,21.8
303579,100922,Secure Coding Basics,Technical,2023-10-30,,Assigned,,10.7
303580,100923,New Hire Onboarding,Onboarding,12/29/2022,2023-02-02,Completed,51.0,7.1
303581,100923,Product Discovery Basics,Product,2022-09-25,2022-11-01,Completed,92.6,11.6
303582,100923,Power BI Fundamentals,Technical,2023-11-28,,In Progress,,12.4
303583,100923,Cybersecurity Awareness,Compliance,02-04-2024,2024-04-28,Completed,63.0,2.3
303584,100923,Secure Coding Basics,Technical,2025-07-26,,Completed,72.4,9.7
303585,100923,Leadership Essentials,Leadership,2025-04-12,2025-05-21,Complete,96.1,22.6
303586,100923,Conflict Resolution,Soft Skills,02/05/2024,2024-02-19,Completed,68.9,4.8
303587,100924,New Hire Onboarding,Onboarding,2024/10/05,,In Progress,,12.5
303588,100925,Manager Coaching Skills,Leadership,2021-02-22,04/05/2021,Completed,67.4,11.4
303589,100925,Product Discovery Basics,Product,01/11/2021,2021-02-12,Completed,89.6,8.4
303590,100925,Data Privacy and GDPR,Compliance,2024-07-27,,Not Started,,4.0
303591,100925,SQL for Business Analysts,Technical,2022-07-25,2022-08-26,Completed,71.6,22.8
303592,100925,Conflict Resolution,Soft Skills,10/09/2024,2024-11-13,Completed,78.1,6.4
303593,100926,New Hire Onboarding,Onboarding,2025-02-23,2025-03-07,Complete,78.7,5.9
303594,100926,Data Privacy and GDPR,Compliance,2026-01-13,"Feb 04, 2026",Completed,81.5,1.8
303595,100926,Advanced Customer Handling,Customer Experience,2024-05-20,2024-06-01,Completed,71.8,13.4
303596,100926,Manager Coaching Skills,Leadership,2021/12/06,01/05/2022,Completed,82.4,16.6
303597,100926,Conflict Resolution,Soft Skills,2022-05-02,2022-05-17,Completed,94.7,6.6
303598,100926,Product Discovery Basics,Product,2023-10-31,,In Progress,,12.0
303599,100926,New Hire Onboarding,Onboarding,2025-07-28,,Not Started,,9.0
303600,100927,New Hire Onboarding,Onboarding,2024-02-11,,In Progress,,6.4
303601,100927,Conflict Resolution,Soft Skills,2025-05-05,2025-06-18,Completed,80.9,6.2
303602,100927,Manager Coaching Skills,Leadership,2022/05/27,2022-07-08,Completed,100.0,19.1
303603,100928,New Hire Onboarding,Onboarding,2024-11-16,,Not Started,,7.5
303604,100928,Conflict Resolution,Soft Skills,2022-06-08,2022-07-10,Completed,91.7,6.0
303605,100928,Cybersecurity Awareness,Compliance,23-04-2021,2021-05-23,Completed,95.2,1.7
303606,100928,SQL for Business Analysts,Technical,2023-08-30,,In Progress,,17.2
303607,100929,New Hire Onboarding,Onboarding,2022-12-07,2022-12-10,Completed,74.8,9.3
303608,100929,Product Discovery Basics,Product,2023-11-11,,In Progress,,7.3
303609,100929,New Hire Onboarding,Onboarding,2024-05-02,"May 18, 2024",Complete,70.9,6.8
303610,100930,New Hire Onboarding,Onboarding,2024-03-22,2024-04-18,Completed,68.0,4.8
303611,100930,Manager Coaching Skills,Leadership,2025-08-03,,Dropped,,18.0
303612,100931,Leadership Essentials,Leadership,2025-12-16,,Assigned,,17.8
303613,100932,New Hire Onboarding,Onboarding,2024-09-16,,In Progress,,6.6
303614,100932,Manager Coaching Skills,Leadership,30-07-2021,2021-08-30,Completed,70.9,22.6
303615,100932,Power BI Fundamentals,Technical,02/08/2022,,In Progress,,14.7
303616,100932,Leadership Essentials,Leadership,2022-01-06,2022-02-13,Completed,96.6,22.0
303617,100932,Data Privacy and GDPR,Compliance,2022-08-18,"Sep 10, 2022",Complete,72.9,3.7
303618,100932,Secure Coding Basics,Technical,23-04-2023,,Not Started,,9.2
303619,100932,Conflict Resolution,Soft Skills,2025-11-30,,Not Started,,6.6
303620,100933,New Hire Onboarding,Onboarding,2024-06-17,2024/07/03,Completed,79.6,6.3
303621,100933,Product Discovery Basics,Product,22-12-2021,2022-01-06,Completed,92.9,8.4
303622,100933,Power BI Fundamentals,Technical,2023-03-09,,Assigned,,13.9
303623,100933,Data Privacy and GDPR,Compliance,2022-12-01,2022-12-13,Completed,63.4,2.9
303624,100933,Enterprise Sales Methodology,Sales,2026-01-21,,Dropped,,11.3
303625,100933,SQL for Business Analysts,Technical,2023-02-04,2023-02-14,Completed,55.4,19.4
303626,100934,New Hire Onboarding,Onboarding,"Jan 04, 2025",2025/02/14,Done,64.4,10.5
303627,100934,Data Privacy and GDPR,Compliance,11/24/2024,,Not Started,,3.2
303628,100934,Conflict Resolution,Soft Skills,2024-08-21,,Assigned,,8.0
303629,100934,Leadership Essentials,Leadership,2024-08-30,2024-09-29,Completed,69.9,17.4
303630,100934,Manager Coaching Skills,Leadership,2024-09-29,2024-10-21,Completed,82.9,17.8
303631,100935,New Hire Onboarding,Onboarding,2026-03-01,,Assigned,,8.5
303632,100935,Secure Coding Basics,Technical,04/13/2026,04/29/2026,Completed,50.0,7.2
303633,100935,SQL for Business Analysts,Technical,2026-03-29,,Not Started,,15.5
303634,100936,Leadership Essentials,Leadership,2021/04/10,2021-04-16,Completed,96.3,23.3
303635,100936,Power BI Fundamentals,Technical,03/07/2022,03/27/2022,Completed,66.7,12.8
303636,100936,Advanced Customer Handling,Customer Experience,2023-03-09,,In Progress,,10.1
303637,100936,Conflict Resolution,Soft Skills,01/24/2023,,In Progress,,7.7
303638,100936,Manager Coaching Skills,Leadership,2021-11-15,2021-12-15,Completed,85.7,17.3
303639,100937,New Hire Onboarding,Onboarding,06/21/2021,,Completed,67.8,7.6
303640,100937,Manager Coaching Skills,Leadership,2021-07-07,2021-08-03,Completed,86.8,15.4
303641,100937,Product Discovery Basics,Product,2024-07-11,2024-08-02,Completed,85.3,9.2
303642,100938,Cybersecurity Awareness,Compliance,02/23/2025,2025-04-09,Completed,63.0,1.8
303643,100938,Data Privacy and GDPR,Compliance,2023-03-11,,Assigned,,3.2
303644,100939,New Hire Onboarding,Onboarding,2025-04-17,2025-04-29,Completed,74.9,8.5
303645,100939,Conflict Resolution,Soft Skills,1900-01-01,,Assigned,,5.9
303646,100939,SQL for Business Analysts,Technical,"Aug 09, 2025",2025-09-11,Completed,81.6,10.1
303647,100939,Advanced Customer Handling,Customer Experience,2025-02-09,2025-03-21,Completed,77.4,10.9
303648,100939,Leadership Essentials,Leadership,"Feb 27, 2025",2025-04-06,Completed,71.3,20.4
303649,100940,New Hire Onboarding,Onboarding,2024/12/10,2025-01-24,Completed,76.0,6.7
303650,100941,SQL for Business Analysts,Technical,04/06/2024,14-04-2024,Completed,,19.3
303651,100942,New Hire Onboarding,Onboarding,2024-01-26,,In Progress,,9.3
303652,100942,Enterprise Sales Methodology,Sales,2023-08-10,2023-09-10,Completed,61.4,17.2
303653,100942,Product Discovery Basics,Product,2025-09-28,2025-09-30,Completed,80.5,8.4
303654,100942,New Hire Onboarding,Onboarding,"Jan 06, 2023",2023/01/10,Completed,67.1,8.3
303655,100942,Secure Coding Basics,Technical,04/07/2023,04/25/2023,Completed,100.0,8.8
303656,100942,Leadership Essentials,Leadership,2025/06/10,2025/07/02,Complete,87.0,18.4
303657,100943,New Hire Onboarding,Onboarding,2025-10-03,,In Progress,,7.9
303658,100943,Cybersecurity Awareness,Compliance,20-01-2026,2026-01-27,Completed,82.1,2.1
303659,100943,Data Privacy and GDPR,Compliance,2026-03-24,2026-04-14,Completed,71.1,2.9
303660,100943,New Hire Onboarding,Onboarding,2026-02-21,,Complete,67.9,10.3
303661,100943,Secure Coding Basics,Technical,2025-08-14,,Complete,88.7,12.2
303662,100943,Conflict Resolution,Soft Skills,2026-03-22,04/11/2026,Completed,68.7,6.7
303663,100943,Product Discovery Basics,Product,2025-12-20,,Not Started,,9.7
303664,100944,New Hire Onboarding,Onboarding,2024-09-15,2024-10-12,Completed,73.6,7.5
303665,100944,Power BI Fundamentals,Technical,2024-05-24,2024-07-03,Completed,58.5,14.9
303666,100944,Data Privacy and GDPR,Compliance,2024-06-06,2024-06-16,Completed,90.3,3.3
303667,100944,Manager Coaching Skills,Leadership,2024/12/17,2024-12-21,Done,94.7,16.8
303668,100945,New Hire Onboarding,Onboarding,2025/07/02,2025-07-16,Completed,88.9,8.6
303669,100946,New Hire Onboarding,Onboarding,2026-01-13,2026-02-06,Completed,68.3,9.6
303670,100946,SQL for Business Analysts,Technical,2025-09-20,2025-10-29,Completed,90.3,16.7
303671,100947,New Hire Onboarding,Onboarding,"Jul 08, 2025",2025-07-21,Completed,64.9,9.0
303672,100947,Power BI Fundamentals,Technical,2022-12-09,2023-01-13,Completed,86.5,14.6
303673,100947,Secure Coding Basics,Technical,"Sep 03, 2021",2021-09-13,Completed,61.1,8.7
303674,100947,Manager Coaching Skills,Leadership,2023-02-04,2023-02-26,Completed,79.6,13.0
303675,100947,Data Privacy and GDPR,Compliance,2021-12-18,,Assigned,,3.1
303676,100947,Advanced Customer Handling,Customer Experience,2023-12-11,2023-12-28,Completed,93.5,9.4
303677,100947,Product Discovery Basics,Product,2025-06-22,07/15/2025,Completed,76.2,9.4
303678,100948,New Hire Onboarding,Onboarding,2025-11-24,,In Progress,,8.4
303679,100948,Enterprise Sales Methodology,Sales,2025-10-07,,In Progress,,15.8
303680,100948,Cybersecurity Awareness,Compliance,2026-03-13,16-03-2026,Done,95.0,1.7
303681,100948,Advanced Customer Handling,Customer Experience,16-04-2025,,Dropped,,15.3
303682,100948,Manager Coaching Skills,Leadership,2025-06-09,2025-07-15,Completed,97.4,18.6
303683,100949,Leadership Essentials,Leadership,2021-08-04,2021/09/17,Completed,87.2,17.4
303684,100950,New Hire Onboarding,Onboarding,11-02-2023,20-03-2023,Completed,60.9,8.7
303685,100950,SQL for Business Analysts,Technical,2022-04-11,2022-04-27,Completed,84.5,19.3
303686,100950,Product Discovery Basics,Product,06-07-2022,,In Progress,,10.2
303687,100950,Manager Coaching Skills,Leadership,2023-07-18,2023-07-23,Completed,82.3,13.8
303688,100951,New Hire Onboarding,Onboarding,2022-12-30,2023-01-16,Completed,60.9,7.3
303689,100951,New Hire Onboarding,Onboarding,17-05-2021,,In Progress,,7.3
303690,100951,Data Privacy and GDPR,Compliance,2023-07-18,,In Progress,,3.1
303691,100952,Cybersecurity Awareness,Compliance,"Dec 05, 2024",2024-12-21,Completed,66.3,1.6
303692,100952,Enterprise Sales Methodology,Sales,2025-01-07,,In Progress,,18.7
303693,100952,Manager Coaching Skills,Leadership,2025-04-07,,In Progress,,12.0
303694,100952,SQL for Business Analysts,Technical,2024-06-24,,Assigned,,19.0
303695,100952,Leadership Essentials,Leadership,2025-07-14,2025-08-14,Done,76.3,27.4
303696,100953,New Hire Onboarding,Onboarding,05-03-2026,2026-03-18,Completed,76.6,9.0
303697,100953,Leadership Essentials,Leadership,2026-02-04,2026-02-19,Completed,61.6,19.9
303698,100953,Product Discovery Basics,Product,"Feb 18, 2026",2026-03-29,Completed,100.0,9.5
303699,100953,Data Privacy and GDPR,Compliance,2026-01-20,2026-02-14,Completed,82.4,2.4
303700,100954,Product Discovery Basics,Product,2025-08-09,,Assigned,,6.3
303701,100954,Conflict Resolution,Soft Skills,2025-08-17,2025/08/23,Completed,57.7,6.3
303702,100954,Advanced Customer Handling,Customer Experience,2025-05-02,05/09/2025,Complete,76.3,15.2
303703,100954,Cybersecurity Awareness,Compliance,17-02-2025,,In Progress,,1.2
303704,100954,Power BI Fundamentals,Technical,2025-04-25,,In Progress,,13.3
303705,100955,New Hire Onboarding,Onboarding,11-04-2023,2023-04-30,Completed,100.0,8.6
303706,100955,Conflict Resolution,Soft Skills,"Feb 21, 2024",,Completed,72.8,6.4
303707,100955,Manager Coaching Skills,Leadership,2024-06-06,,Not Started,,15.3
303708,100955,Product Discovery Basics,Product,2024-11-06,2024-12-03,Completed,81.8,12.6
303709,100955,Advanced Customer Handling,Customer Experience,2023-06-25,,Completed,57.1,11.3
303710,100956,New Hire Onboarding,Onboarding,2024-08-24,2024-09-19,Completed,72.8,6.8
303711,100956,Secure Coding Basics,Technical,2025-05-01,,In Progress,,7.8
303712,100956,New Hire Onboarding,Onboarding,2021-10-04,,Completed,89.2,6.0
303713,100956,Leadership Essentials,Leadership,2022-11-13,2022-11-30,Completed,64.2,15.9
303714,100956,Advanced Customer Handling,Customer Experience,"Mar 27, 2025",2025-04-03,Completed,75.1,12.4
303715,100956,Manager Coaching Skills,Leadership,2026-02-06,,Not Started,,13.7
303716,100957,New Hire Onboarding,Onboarding,2025-07-15,2025-08-11,Completed,78.7,6.1
303717,100957,Secure Coding Basics,Technical,2021-07-27,,Assigned,,12.5
303718,100957,Data Privacy and GDPR,Compliance,2022-06-05,2022-07-05,Completed,75.4,3.7
303719,100958,New Hire Onboarding,Onboarding,11/22/2021,2021-12-30,Completed,86.4,9.3
303720,100958,Enterprise Sales Methodology,Sales,2026-03-27,2026-04-18,Completed,63.5,13.8
303721,100958,Manager Coaching Skills,Leadership,2023-11-21,2023-12-04,Completed,76.4,16.2
303722,100958,Secure Coding Basics,Technical,2025-04-23,,In Progress,,8.5
303723,100958,Conflict Resolution,Soft Skills,2025-03-30,05/06/2025,Complete,84.6,3.8
303724,100958,Advanced Customer Handling,Customer Experience,08-10-2024,,In Progress,,11.6
303725,100959,Conflict Resolution,Soft Skills,2024-05-05,2024/06/09,Done,67.0,5.2
303726,100960,New Hire Onboarding,Onboarding,2021-12-10,2022-01-15,Completed,92.1,8.2
303727,100960,Manager Coaching Skills,Leadership,2024-01-03,2024/01/19,Done,73.0,10.8
303728,100960,Data Privacy and GDPR,Compliance,2022-01-03,2022-01-10,Completed,79.6,2.8
303729,100960,SQL for Business Analysts,Technical,08-04-2023,,In Progress,,18.4
303730,100961,New Hire Onboarding,Onboarding,2024-09-27,,In Progress,,7.1
303731,100961,Enterprise Sales Methodology,Sales,15-12-2024,2024-12-18,Completed,74.6,17.4
303732,100961,Manager Coaching Skills,Leadership,2025-02-03,"Mar 03, 2025",Completed,72.9,19.5
303733,100962,New Hire Onboarding,Onboarding,2025-12-11,2025-12-14,Completed,86.2,7.2
303734,100962,SQL for Business Analysts,Technical,2025-05-28,,Dropped,,16.9
303735,100962,Manager Coaching Skills,Leadership,2024-11-19,,Not Started,,13.2
303736,100962,Enterprise Sales Methodology,Sales,2025-08-23,,Assigned,,17.0
303737,100963,Leadership Essentials,Leadership,2025-03-07,,Assigned,,15.3
303738,100963,Product Discovery Basics,Product,2024-12-15,,Not Started,,7.1
303739,100964,Data Privacy and GDPR,Compliance,2021-04-22,2021-04-28,Completed,75.1,3.9
303740,100965,Secure Coding Basics,Technical,2025-02-05,2025/02/21,Completed,76.9,9.5
303741,100965,Manager Coaching Skills,Leadership,05/21/2024,2024-06-22,Complete,100.0,14.0
303742,100965,Cybersecurity Awareness,Compliance,2024-11-28,05-12-2024,Completed,61.7,1.8
303743,100965,Advanced Customer Handling,Customer Experience,2024-05-06,,In Progress,,13.8
303744,100965,Manager Coaching Skills,Leadership,not available,,In Progress,,14.1
303745,100966,New Hire Onboarding,Onboarding,2025-05-12,2025-05-31,Done,78.0,9.5
303746,100966,Advanced Customer Handling,Customer Experience,2023-10-08,2023-10-19,Complete,97.8,15.1
303747,100966,Power BI Fundamentals,Technical,2023-05-03,2023-06-03,Completed,89.0,14.9
303748,100966,Enterprise Sales Methodology,Sales,2025-08-16,,In Progress,,13.7
303749,100966,Data Privacy and GDPR,Compliance,2023-04-15,,Assigned,,2.9
303750,100967,New Hire Onboarding,Onboarding,2026-04-17,2026-04-21,Completed,81.0,9.5
303751,100967,SQL for Business Analysts,Technical,"Apr 07, 2026",2026-05-22,Completed,84.7,10.3
303752,100967,Secure Coding Basics,Technical,2025-12-12,2026/01/21,Done,98.0,8.8
303753,100967,Conflict Resolution,Soft Skills,2026-03-14,2026-04-05,Completed,86.0,6.7
303754,100967,Power BI Fundamentals,Technical,2026-01-26,2026-02-20,Completed,82.9,12.4
303755,100967,Advanced Customer Handling,Customer Experience,2026-04-21,,In Progress,,11.4
303756,100968,Leadership Essentials,Leadership,2025-04-06,,In Progress,,17.0
303757,100968,Enterprise Sales Methodology,Sales,2023-11-21,12/10/2023,Completed,81.5,17.2
303758,100968,Leadership Essentials,Leadership,13-07-2024,,Not Started,,14.4
303759,100969,Manager Coaching Skills,Leadership,06/22/2025,"Jul 15, 2025",Completed,95.7,16.9
303760,100969,Secure Coding Basics,Technical,2025-04-14,"May 26, 2025",Completed,54.5,11.7
303761,100969,Conflict Resolution,Soft Skills,2024-04-12,2024-04-17,Completed,41.5,6.2
303762,100970,New Hire Onboarding,Onboarding,12/28/2023,,In Progress,,4.9
303763,100970,Cybersecurity Awareness,Compliance,"Nov 30, 2024",2024-12-05,Complete,87.1,2.3
303764,100970,Enterprise Sales Methodology,Sales,2022-01-04,2022-01-21,Completed,49.2,18.3
303765,100970,New Hire Onboarding,Onboarding,2024-04-01,2024-05-02,Completed,71.1,8.1
303766,100970,Conflict Resolution,Soft Skills,2021-12-02,,Dropped,,5.6
303767,100970,Product Discovery Basics,Product,2022-04-05,,Dropped,,6.3
303768,100971,New Hire Onboarding,Onboarding,2026-02-13,02/20/2026,Completed,97.8,9.7
303769,100971,New Hire Onboarding,Onboarding,2025-12-08,,In Progress,,9.2
303770,100971,Secure Coding Basics,Technical,2025-02-03,2025-03-14,Completed,61.6,11.7
303771,100971,Leadership Essentials,Leadership,2024-07-03,,In Progress,,11.5
303772,100972,New Hire Onboarding,Onboarding,2021-01-15,2021-01-31,Completed,85.7,10.1
303773,100972,Advanced Customer Handling,Customer Experience,2021-09-23,2021-10-09,Completed,99.2,12.8
303774,100972,Conflict Resolution,Soft Skills,2021-01-04,2021-01-27,Completed,43.5,6.1
303775,100972,New Hire Onboarding,Onboarding,"May 01, 2021",,In Progress,,7.4
303776,100972,SQL for Business Analysts,Technical,2021-02-17,2021-03-07,Complete,64.5,13.9
303777,100973,New Hire Onboarding,Onboarding,"Jul 18, 2024",,Assigned,,7.2
303778,100973,Power BI Fundamentals,Technical,2025-03-06,,In Progress,,9.4
303779,100973,Product Discovery Basics,Product,2026-02-28,"Mar 07, 2026",Completed,68.2,8.0
303780,100973,Leadership Essentials,Leadership,2025-03-25,2025-04-15,Completed,84.9,13.9
303781,100973,Data Privacy and GDPR,Compliance,10-01-2026,,In Progress,,3.7
303782,100974,New Hire Onboarding,Onboarding,12/22/2021,2022-01-02,Completed,67.4,5.0
